,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
19,louis-latour,Louis Latour,Grands Echézeaux Grand Cru,2013,3.7,Grands-Échezeaux Grand Cru,grands-echezeaux,cote-de-nuits
20,faiveley,Faiveley,Gevrey-Chambertin 1er Cru 'La Combe Aux Moines',2014,4.0,Gevrey-Chambertin 1er Cru 'Combe au Moine',gevrey-chambertin-combe-au-moine,cote-de-nuits
21,paul-kuble,Paul Kubler,Riesling K,2016,3.5,Alsace,alsace,alsace
22,domaine-alain-chabanon,Alain Chabanon,Campredon,2017,3.5,Languedoc,languedoc,languedoc-roussillon
23,domaine-yves-cuilleron,Yves Cuilleron,Côte-Rôtie Terres Sombres,2013,4.1,Côte-Rôtie,cote-rotie,rhone
24,jean-luc-colombo,Jean-Luc Colombo,Syrah Cornas La Louvée,2011,4.3,Cornas,cornas,cornas
0,chateau-lafaurie-peyraguey,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé),2007,4.2,Sauternes,sauternes,bordeaux
1,domaine-des-roches-neuves,Domaine des Roches Neuves,Clos de l'Échelier Saumur Blanc,2016,4.0,Saumur,saumur,loire-valley
2,chateau-nairac,Château Nairac,Barsac (Grand Cru Classé),2008,4.3,Barsac,barsac,bordeaux
3,chateau-de-la-maltroye,Château de La Maltroye,Chassagne-Montrachet 1er Cru 'Clos du Chäteau' (Monopole) Blanc,2009,4.3,Chassagne-Montrachet Premier Cru,chassagne-montrachet-premier-cru,cote-de-beaune
4,fr-domaine-des-lises,Domaine des Lises (Maxime Graillot),Equinoxe Crozes-Hermitage,2018,3.5,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
5,chateau-de-la-maltroye,Château de La Maltroye,Chassagne-Montrachet 1er Cru Morgeot 'Vigne Blanche',2009,4.2,Chassagne-Montrachet 1er Cru 'Vigne Blanche',chassagne-montrachet-vigne-blanche,cote-de-beaune
6,fr-alfred-gratien,Alfred Gratien,Brut Champagne,N.V.,3.9,Champagne,champagne,champagne
7,nicolas-mariotti-bindi,Nicolas Mariotti Bindi,Porcellese Vieilles Vignes,2014,4.1,Patrimonio,patrimonio,
8,domaine-des-pothiers,Domaine des Pothiers,Eclipse,2018,3.7,Beaujolais,beaujolais,
9,alphonse-mellot,Alphonse Mellot,En Grands Champs Sancerre,2015,3.9,Sancerre,sancerre,loire-valley
10,marcel-deiss,Marcel Deiss,Rotenberg Alsace 1er Cru,2011,4.0,Alsace,alsace,
11,ferraton-pere-fils,Ferraton Père & Fils,Ermitage Les Dionnières,2014,4.1,Hermitage,hermitage,hermitage
12,faiveley,Faiveley,Corton-Charlemagne Grand Cru,2013,4.4,Corton-Charlemagne Grand Cru,corton-charlemagne,cote-de-beaune
13,chateau-l-evangile,Château l'Évangile,Pomerol,2012,4.5,Pomerol,pomerol,bordeaux
14,bouchard-pere-and-fils,Bouchard Père & Fils,Montrachet Grand Cru Blanc,2013,4.6,Montrachet Grand Cru,montrachet-grand-cru,cote-de-beaune
15,chateau-climens,Château Climens,Barsac (Premier Grand Cru Classé),2012,4.1,Barsac,barsac,bordeaux
16,jean-paul-benoit-droin,Jean-Paul & Benoit Droin,Petit Chablis,2018,3.7,Petit Chablis,petit-chablis,bourgogne
17,fr-matthieu-barret,Domaine du Coulet - Matthieu Barret,Billes Noires Cornas,2010,4.1,Cornas,cornas,cornas
18,chateau-trotte-vieille,Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2012,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
19,chateau-de-la-maltroye,Château de La Maltroye,Chassagne-Montrachet,2013,4.2,Chassagne-Montrachet,chassagne-montrachet,cote-de-beaune
20,fombrauge,Château Fombrauge,Chateau Magrez Fombrauge Bordeaux Blanc,2011,4.3,Bordeaux,bordeaux,bordeaux
21,tardieu-laurent,Tardieu-Laurent,Condrieu,2011,4.0,Condrieu,condrieu,condrieu
22,fr-domaine-georges-vernay,Domaine Georges Vernay,Blonde du Seigneur Côte-Rôtie,2013,4.2,Côte-Rôtie,cote-rotie,rhone
23,fr-matthieu-barret,Domaine du Coulet - Matthieu Barret,Billes Noires Cornas,2011,4.2,Cornas,cornas,cornas
24,faiveley,Faiveley,Nuits-Saint-Georges 1er Cru Aux Chaignots,2014,4.1,Nuits-Saint-Georges,nuits-saint-georges,cote-de-nuits
0,lucien-crochet,Lucien Crochet,Le Cul de Beaujeu Sancerre,2014,4.3,Sancerre,sancerre,loire-valley
1,sylvain-bruneau,Cave Bruneau-Dupuy,Tradition Saint-Nicolas-de-Bourgueil,2016,3.9,Saint-Nicolas-de-Bourgueil,saint-nicolas-de-bourgueil,
2,rene-bourgeon,Rene Bourgeon,Givry,2016,3.6,Givry,givry,cote-chalonnaise
3,l-alexandrin-de-maupassant,L'Alexandrin de Maupassant,Bordeaux,2015,4.2,Bordeaux,bordeaux,bordeaux
4,olivier-leflaive,Olivier Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,N.V.,4.5,Bienvenues-Bâtard-Montrachet Grand Cru,bienvenues-batard-montrachet-grand-cru,cote-de-beaune
5,christophe-buisson,Christophe Buisson,Auxey-Duresses,2014,3.6,Auxey-Duresses,auxey-duresses,cote-de-beaune
6,chanson-pere-and-fils,Chanson,Chablis Premier Cru 'Fourchaumes',2012,3.8,Chablis 1er Cru 'Fourchaume',chablis-fourchaume,bourgogne
7,landereau,Château Landereau,La Vie en Rosé,2016,3.6,Bordeaux,bordeaux,
8,philippe-loquineau,Philippe Loquineau,Cuvée Salamandre Cour Cheverny,2011,3.5,Cour-Cheverny,cour-cheverny,loire-valley
9,cloitre-lescours,Château Cloitre Lescours,Saint-Émilion Grand Cru,2007,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
10,riou-de-thaillas,Château Riou de Thaillas,Saint-Émilion Grand Cru,2011,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
11,fr-domaine-renucci,Domaine Renucci,Cuvée Vignola Corse Calvi Blanc,2017,3.6,Vin de Corse,vin-de-corse,
12,berta-maillol,Berta Maillol,Hors d'Âge Traditionnel Banyuls,N.V.,3.9,Banyuls,banyuls,
13,domaine-ribiera,Domaine Ribiera,Causse Toujours,2015,3.7,Vin de France,vin-de-pays-vignobles-de-france,languedoc-roussillon
14,domaine-henri-naudin-ferrand,Henri Naudin-Ferrand,Bellis Perennis,2015,4.0,Bourgogne Hautes-Côtes de Beaune,hautes-cotes-de-beaune,bourgogne
15,domaine-clef-de-saint-thomas,Domaine Clef de Saint Thomas,La Clef de St Thomas Châteauneuf-du-Pape Rouge,2011,4.0,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
16,domaine-de-la-monardiere,La Monardiere,Les Calades Vacqueyras,2015,4.1,Vacqueyras,vacqueyras,rhone
17,borie-manoux,Borie Manoux,L'Ermitage de Monleury Montagne-Saint-Émilion,2011,3.3,Montagne-Saint-Émilion,montagne-saint-emilion,bordeaux
18,paul-ginglinger,Paul Ginglinger,Gewürztraminer Alsace Grand Cru 'Pfersigberg',2016,3.8,Alsace Grand Cru 'Pfersigberg',alsace-grand-cru-pfersigberg,alsace
19,corconnac,Château Corconnac,Haut-Médoc,2013,3.4,Médoc,medoc,bordeaux
20,domaine-richaud,Domaine Richaud,à la Source Red,2017,3.8,Vin de France,vin-de-pays-vignobles-de-france,languedoc-roussillon
21,lanye-barrac,Domaine Lanye Barrac,La Rabidote Saint-Chinian,2016,4.0,Saint-Chinian,saint-chinian,languedoc-roussillon
22,albane-and-bertrand-minchin,Domaine Minchin,Le Claux Delorme Valencay Rouge,2013,3.5,Valençay,valencay,
23,alain-voge,Alain Voge,Cornas,2001,3.9,Cornas,cornas,cornas
24,jean-goulley-fils,Domaine Jean Goulley & Fils,Chablis,2012,3.7,Chablis,chablis,bourgogne
0,barlet-raymond-and-fils,La Cave du Prieure - Raymond Barlet & Fils,Altesse Roussette de Savoie,2016,3.6,Roussette de Savoie,roussette-de-savoie,
1,barton-guestier,Barton & Guestier,Bordeaux Prince Noir,2016,3.2,Bordeaux,bordeaux,bordeaux
2,magdeleine-bouhou,Magdeleine Bouhou,Blaye - Côtes de Bordeaux,2010,3.4,Blaye - Côtes de Bordeaux,blaye-cotes-de-bordeaux,bordeaux
3,fontcreuse,Château de Fontcreuse,Cuvée F,2014,4.1,Bouches-du-Rhone,bouches-du-rhone,
4,didier-gerin,Didier Gerin,Les IV Saisons Côte Rôtie,2010,4.3,Côte-Rôtie,cote-rotie,rhone
5,barlet-raymond-and-fils,La Cave du Prieure - Raymond Barlet & Fils,Jongieux Gamay,2016,3.5,Savoie,savoie,
6,yon-saint-martin,Yon Saint-Martin,Saint-Émilion Grand Cru,2014,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
7,jonc-blanc,Chateau Jonc-Blanc,Pure S,2013,3.9,Vin de France,vin-de-pays-vignobles-de-france,
8,fr-chandesais,Maison Chandesais,Savoure Coteaux Bourguignons,2014,3.2,Coteaux Bourguignons,coteaux-bourguignons,bourgogne
9,binner,Binner,Vendanges Tardives Riesling,2006,4.2,Alsace,alsace,
10,aanda-devillard,Devillard,Le Renard Givry,2013,3.6,Givry,givry,cote-chalonnaise
11,le-domaine-saget,Le Domaine Saget,Pouilly-Fumé,2013,3.7,Pouilly-Fumé,pouilly-fume,loire-valley
12,fr-lalande-de-pez,Château Lalande de Pez,Saint-Estèphe,2014,3.7,Saint-Estèphe,saint-estephe,bordeaux
13,fr-chateau-de-caraguilhes,Château de Caraguilhes,Cara de Caraguilhes Rosé,2017,4.4,Corbières,corbieres,languedoc-roussillon
14,chateau-la-fleur-darthus,Château La Fleur d'Arthus,Saint-Émilion Grand Cru,2009,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
15,emmanuel-darnaud,Emmanuel Darnaud,Mise en Bouche Crozes-Hermitage,2014,3.8,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
16,chateau-les-pins,Château les Pins,Côtes du Roussillon Villages,2006,3.7,Côtes du Roussillon Villages,cotes-du-roussillon-villages,languedoc-roussillon
17,domaine-des-bruniers,Domaine des Bruniers,Quincy,2016,3.8,Quincy,quincy,loire-valley
18,philippe-gamet,Philippe Gamet,Blancs de Noirs Brut Réserve Champagne,N.V.,3.7,Champagne,champagne,champagne
19,chateau-de-lou-22586,Château de l'Ou,L'Oue Rouge,2015,3.7,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
20,fr-gaia,Domaine de Gaïa,Désinvolte,2016,3.1,Vin de France,vin-de-pays-vignobles-de-france,
21,fr-guy-saget,Guy Saget,Sancerre Rouge,2016,3.8,Sancerre,sancerre,loire-valley
22,chateau-bel-air-cadillac-cotes-de-bordeaux,Château Bel-Air,Cadillac - Côtes de Bordeaux,2012,3.4,Cadillac - Côtes de Bordeaux,cadillac-cotes-de-bordeaux,bordeaux
23,baron-philippe-de-rothschild-sa,Baron Philippe de Rothschild,Baron Philippe Pauillac,1985,4.5,Pauillac,pauillac,bordeaux
24,jacques-cartier,Jacques Cartier,Brut Champagne,N.V.,3.2,Champagne,champagne,
0,martinon,Château Martinon,Bordeaux Supérieur,2014,2.9,Bordeaux Supérieur,bordeaux-superieur,bordeaux
1,bouchard-pere-and-fils,Bouchard Père & Fils,Bourgogne Coteaux des Moines Pinot Noir,2015,3.6,Bourgogne,bourgogne,bourgogne
2,fabien-trosset,Fabien Trosset,Avalanche Arbin Mondeuse,2016,3.8,Savoie,savoie,
3,toasc,Domaine de Toasc,Bellet Rouge,2013,3.5,Bellet,bellet,
4,roland-grangier,Domaine Grangier,Côte Granits Saint-Joseph,2016,4.2,Saint-Joseph,saint-joseph,saint-joseph
5,chateau-de-rey,Château de Rey,Sisquò Rouge,2016,3.7,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
6,la-peira-en-damaisela,La Pèira en Damaisèla,Les Obriers de la Peira Terrasses du Larzac,2010,3.9,Terrasses du Larzac,terasses-du-larzac,languedoc-roussillon
7,bernede-grand-poujeaux,Château La Bernède Grand Poujeaux,Moulis-en-Médoc,2012,3.6,Moulis-en-Médoc,moulis-en-medoc,bordeaux
8,barberousse,Château Barberousse,L'Espirit de Barberousse Saint-Emilion Grand Cru,2014,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
9,hauvette,Hauvette,Les Baux-de-Provence Rouge,2012,4.2,Les Baux-de-Provence,les-baux-de-provence,
10,domaine-martin,Domaine Martin,Côtes du Rhône Rouge,2013,3.5,Côtes-du-Rhône,cotes-du-rhone,rhone
11,robert-bernard-plageoles,Robert & Bernard Plageoles,Braucol,2017,3.7,Gaillac,gaillac,
12,paul-blanck-and-fils,Paul Blanck,Schlossberg Riesling,N.V.,4.1,Alsace Grand Cru,alsace-grand-cru,alsace
13,louis-cheze,Louis Chèze,Viognier,2014,3.9,Collines Rhodaniennes,igp-collines-rhodaniennes,rhone
14,chateau-saint-pierre-lussac-st-emilion,Château Saint Pierre,Lussac Saint-Émilion,2012,3.5,Lussac-Saint-Émilion,lussac-st-emilion,bordeaux
15,domaine-viret,Domaine Viret,Les Colonnades (Terre de Cosmoculture),2014,3.9,Côtes-du-Rhône-Villages 'Saint-Maurice',cotes-du-rhone-villages-saint-maurice,rhone
16,chateau-de-laborde,Château de Laborde,Bordeaux Rouge,2009,3.4,Bordeaux,bordeaux,bordeaux
17,chateau-des-annereaux,Château des Annereaux,Lalande-de-Pomerol,2010,3.7,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
18,l-ecu,Domaine de l'Ecu,Classic,2014,3.6,Loire Valley,loire-valley,loire-valley
19,chateau-tour-haut-caussan,Château Tour Haut-Caussan,Médoc,2000,3.5,Médoc,medoc,bordeaux
20,faiveley,Faiveley,Givry Champ Lalot Rouge,2017,3.7,Givry,givry,cote-chalonnaise
21,christian-meffre,Christian Meffre,Chateau Raspail Gigondas,2012,3.8,Gigondas,gigondas,rhone
22,andre-dezat-fils,Andre Dezat & Fils,Cuvée Prestige Sancerre Rouge,2014,4.0,Sancerre,sancerre,loire-valley
23,jean-louis-tribouley,Jean-Louis Tribouley,Les Copines,2013,3.9,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
24,la-bastide,Château la Bastide,Merlot,2015,3.8,Aude,aude,languedoc-roussillon
0,fr-rocher-figeac,Château Rocher-Figeac,Saint-Émilion,2014,3.7,Saint-Émilion,saint-emilion,bordeaux
1,eyran,Château d'Eyran,Pessac-Léognan,2011,3.8,Pessac-Léognan,pessac-leognan,bordeaux
2,chateau-eugenie,Château Eugénie,Cuvée Réservée de l'Aïeul Cahors,2010,3.9,Cahors,cahors,
3,magence,Château Magence,Graves Rouge,2004,4.0,Graves,graves,bordeaux
4,fr-vincent-sophie-morey,Vincent & Sophie Morey,Bâtard-Montrachet Grand Cru,2009,4.5,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
5,fr-perdrycourt,Perdrycourt,Petit Chablis,2016,4.1,Petit Chablis,petit-chablis,bourgogne
6,chteau-siaurac,Château Siaurac,Baronne de Siaurac Lalande-de-Pomerol,2012,3.4,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
7,domaine-yves-cuilleron,Yves Cuilleron,Crozes-Hermitage Laya,2014,3.9,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
8,lignier-georges-et-fils,Georges Lignier et Fils,Morey-Saint-Denis,2013,3.8,Morey-Saint-Denis,morey-saint-denis,cote-de-nuits
9,chateau-picque-caillou,Château Picque Caillou,Pessac-Léognan,1996,4.2,Pessac-Léognan,pessac-leognan,bordeaux
10,des-homs,Domaine des Homs,Le Viognier,2017,4.1,Pays d'Oc,vin-de-pays-doc,languedoc-roussillon
11,les-vins-contes,Les Vins Contes,Bois Sans Soif,2017,4.0,Vin de France,vin-de-pays-vignobles-de-france,
12,chateau-de-la-liquiere,Château de la Liquiere,Cistus Blanc Faugères,2014,3.6,Faugères,faugeres,languedoc-roussillon
13,pierre-henri-morel,Pierre Henri Morel,Châteauneuf-du-Pape,2011,3.7,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
14,fr-domaine-de-lhortus,Domaine de l'Hortus,Pic-Saint-Loup Classique Bergerie,2011,3.7,Pic-Saint-Loup,pic-saint-loup,languedoc-roussillon
15,mas-amiel,Mas Amiel,Notre Terre,2014,3.7,Côtes du Roussillon Villages,cotes-du-roussillon-villages,languedoc-roussillon
16,laroze,Château Laroze,Saint-Émilion Grand Cru (Grand Cru Classé),2002,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,domaine-comte-peraldi,Comte Peraldi,Ajaccio Rouge,2011,3.8,Ajaccio,ajaccio,
18,charles-heidsieck,Charles Heidsieck,Brut Réserve Champagne,2012,4.2,Champagne,champagne,champagne
19,laurent-perrier,Laurent-Perrier,Brut Millésimé Champagne,1996,4.1,Champagne,champagne,champagne
20,mancey,Vignerons de Mancey,Bourgogne Chardonnay,2016,3.2,Bourgogne,bourgogne,bourgogne
21,champagne-ruinart,Ruinart,Brut (R de Ruinart) Champagne,2014,4.2,Champagne,champagne,champagne
22,champagne-ruinart,Ruinart,Brut (R de Ruinart) Champagne,2016,4.4,Champagne,champagne,champagne
23,terre-de-mistral,Terre de Mistral,Pauline Côtes de Provence Rosé,N.V.,3.9,Méditerranée,vin-de-pays-de-mediterranee,provence
24,chateau-rioublanc,Château Rioublanc,Bordeaux,2018,3.7,Bordeaux,bordeaux,bordeaux
0,fr-jean-philippe-fichet,Jean-Philippe Fichet,Monthelie,2014,3.9,Monthélie,monthelie,cote-de-beaune
1,hameau-touche-boeuf,Hameau Touche Boeuf,L'Effrontée Simon Gastrein,2018,3.9,Collines Rhodaniennes,igp-collines-rhodaniennes,
2,fl,Domaine FL,Les Bergères Anjou Chenin,2016,4.1,Anjou,anjou,loire-valley
3,borie-manoux,Borie Manoux,Le Clocher de Saint-Julien,2014,3.5,Saint-Julien,saint-julien,bordeaux
4,feytit-lagrave,Château Feytit-Lagrave,Pomerol,2014,3.9,Pomerol,pomerol,bordeaux
5,chateau-combelongue,Château Combelongue,Blaye - Côtes de Bordeaux,2016,3.8,Blaye - Côtes de Bordeaux,blaye-cotes-de-bordeaux,bordeaux
6,borie-manoux,Borie Manoux,Chapelle de la Trinité Saint-Émilion,2015,3.7,Saint-Émilion,saint-emilion,bordeaux
7,hourbanon,Château Hourbanon,Médoc,2015,3.7,Médoc,medoc,bordeaux
8,lignane,Château de Lignane,Côtes du Rhône Villages 'Rochegude',2013,3.8,Côtes-du-Rhône-Villages 'Rochegude',cotes-du-rhone-villages-rochegude,rhone
9,wilfried,Wilfried,Rasteau,2016,3.5,Rasteau,rasteau,rhone
10,le-clos-des-fees,Domaine du Clos des Fées,Le Clos des Fées (Hervé Bizeul),2007,4.3,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
11,maison-albera,Maison Albera,Vignes d'Altitude Carignan Noir,2018,3.6,Côtes Catalanes,cotes-catalanes,
12,bel-air-la-royere,Chateau Bel-Air La Royère,Blaye,2014,3.9,Blaye,blaye,bordeaux
13,clos-perdus,Les Clos Perdus,Cuvée Corbières,2017,4.0,Corbières,corbieres,languedoc-roussillon
14,domaine-de-la-rectorie,Domaine de la Rectorie,Côté Mer Collioure Rosé,2017,4.0,Collioure,collioure,languedoc-roussillon
15,chambert-marbuzet,Château Chambert-Marbuzet,Saint-Estèphe,2015,3.8,Saint-Estèphe,saint-estephe,bordeaux
16,domaine-isabelle-philippe-germain,Domaine Isabelle & Philippe Germain,Monthélie Rouge,2017,3.7,Monthélie,monthelie,cote-de-beaune
17,le-joncieux,Château Le Joncieux,Blaye - Côtes de Bordeaux,2016,3.7,Blaye - Côtes de Bordeaux,blaye-cotes-de-bordeaux,bordeaux
18,mont,Château du Mont,Sainte-Croix-du-Mont,2016,4.1,Saint-Croix-du-Mont,saint-croix-du-mont,
19,marie-dupin,Marie Dupin,Bourgueil,2017,3.3,Bourgueil,bourgueil,
20,mouton-cadet,Mouton Cadet,Bordeaux Rouge,1991,3.8,Bordeaux,bordeaux,bordeaux
21,mas-becha,Mas Becha,Excellence Roussillon,2017,3.8,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
22,chateau-morillon,Château Morillon,Saint-Émilion Grand Cru,2014,3.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
23,fr-benoit-cantin,Benoit Cantin,Irancy,2017,3.7,Irancy,irancy,bourgogne
24,chateau-venus,Château Venus,Graves Rouge,2016,3.5,Graves,graves,bordeaux
0,pascal-berthier,Pascal Berthier,Esprit de Séduction Saint-Amour,2017,3.7,Saint-Amour,saint-amour,beaujolais
1,chateau-val-joanis,Château Val Joanis,Les Griottes Luberon,2017,4.0,Luberon,luberon,rhone
2,joseph-mellot,Joseph Mellot,Les Collinettes Sancerre,2018,3.7,Sancerre,sancerre,loire-valley
3,hares,Harès,Rosé,N.V.,3.6,Méditerranée,vin-de-pays-de-mediterranee,
4,messile-aubert,Château Messile Aubert,Montagne-Saint-Émilion,2015,3.5,Montagne-Saint-Émilion,montagne-saint-emilion,bordeaux
5,celestiere,La Célestière,Vin de Pays de Vaucluse,2016,3.6,Vaucluse,vaucluse,languedoc-roussillon
6,regis-descotes,Regis Descotes,Prestige Coteaux du Lyonnais Rouge,2016,4.0,Coteaux du Lyonnais,coteaux-du-lyonnais,
7,les-hauts-conseillants,Château Les Hauts-Conseillants,Lalande-de-Pomerol,2010,3.9,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
8,ferme-blanche,Ferme Blanche,Cassis Blanc,2015,3.7,Cassis,cassis,
9,fr-selene,Séléné,Beaujolais,2018,4.0,Beaujolais,beaujolais,beaujolais
10,les-vins-contes,Les Vins Contes,Cheville de Fer,2017,4.0,Vin de France,vin-de-pays-vignobles-de-france,
11,les-vignobles-des-cotes-d-agly,Les Vignobles des Côtes d'Agly,Château Montner Rivesaltes Ambré Doux Naturel,2003,4.3,Rivesaltes,rivesaltes,
12,joseph-mellot,Joseph Mellot,Les Collinettes Sancerre,2015,3.8,Sancerre,sancerre,loire-valley
13,la-tour-blanche,Château La Tour Blanche,Les Charmilles de Tour Blanche Sauternes,2009,3.8,Sauternes,sauternes,bordeaux
14,henri-bonnaud,Château Henri Bonnaud,Palette Rouge,2016,3.9,Palette,palette,
15,blard-fils,Blard & Fils,Cuvée Thomas Apremont,2018,3.5,Vin de Savoie,vin-de-savoie,
16,de-la-soujeole,Château de la Soujeole,Malepère Rouge,2014,3.7,Malepère,cotes-de-malepere,languedoc-roussillon
17,coureau-and-coureau,Coureau & Coureau,La Croix Mazarin,2016,3.6,Moulis-en-Médoc,moulis-en-medoc,bordeaux
18,chateau-malescot-st-exupery,Château Malescot St. Exupery,Margaux (Grand Cru Classé),1993,4.1,Margaux,margaux,bordeaux
19,brunel-de-la-gardine,Brunel de la Gardine,Gigondas,2013,3.7,Gigondas,gigondas,rhone
20,chateau-cantemerle,Château Cantemerle,Haut-Médoc (Grand Cru Classé),1993,3.7,Haut-Médoc,haut-medoc,bordeaux
21,jourdan-and-pichard,Jourdan & Pichard,Les Gravinières Cabernet Franc,2015,3.7,Chinon,chinon,
22,chateau-de-saint-martin,Château de Saint Martin,No 2 de Saint-Martin Côtes de Provence Rosé,2018,3.7,Côtes de Provence,cotes-de-provence,provence
23,chateau-morillon,Château Morillon,Saint-Émilion Grand Cru,2014,3.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,fr-benoit-cantin,Benoit Cantin,Irancy,2017,3.7,Irancy,irancy,bourgogne
0,la-rose-pauillac,La Rose Pauillac,Pauillac,1999,4.0,Pauillac,pauillac,bordeaux
1,deprade-jorda,Deprade Jorda,Prémices Rosé,N.V.,3.5,Côtes Catalanes,cotes-catalanes,languedoc-roussillon
2,fiumicicoli,Fiumicicoli,Corse Sartene Blanc,2018,3.7,Corsica,corsica,
3,fr-les-vignerons-de-buzet,Les Vignerons de Buzet,Tradition Rouge,2017,2.9,Buzet,buzet,
4,mas-becha,Mas Becha,Excellence Roussillon,2017,3.8,Côtes du Roussillon,cotes-du-roussillon,languedoc-roussillon
5,chateau-venus,Château Venus,Graves Rouge,2016,3.5,Graves,graves,bordeaux
6,chateau-haut-moulin-bordeaux,Château Haut Moulin,Blaye - Côtes de Bordeaux Vieilles Vignes,2017,3.7,Blaye - Côtes de Bordeaux,blaye-cotes-de-bordeaux,bordeaux
7,domaine-parent,Parent,Pommard Premier Cru de 'Les Chaponnières',2011,4.2,Pommard 1er Cru 'Les Chaponnières',les-chaponnieres,cote-de-beaune
8,fabrice-gasnier,Fabrice Gasnier,Les Graves Chinon,2018,3.9,Chinon,chinon,
9,chateau-val-joanis,Château Val Joanis,Tradition Luberon,2017,3.7,Luberon,luberon,rhone
10,fr-vignerons-catalans,Vignerons Catalans,Haute Coutume Rivesaltes Ambré,1976,4.1,Rivesaltes,rivesaltes,
11,mouton-cadet,Mouton Cadet,Bordeaux Rouge,1991,3.8,Bordeaux,bordeaux,bordeaux
12,georges-clement,Georges Clément,Cuvée Tradition Brut Champagne,N.V.,3.6,Champagne,champagne,champagne
13,hospices-de-beaujeu,Hospices de Beaujeu,Bourgogne Gamay,2018,3.8,Bourgogne,bourgogne,bourgogne
14,cantegric,Château Cantegric,Haut-Médoc,2014,3.4,Haut-Médoc,haut-medoc,bordeaux
15,domaine-de-la-croix-senaillet,Domaine de la Croix Senaillet,Saint-Véran,2016,3.7,Saint-Véran,saint-veran,maconnais
16,leoube,Château Léoube,Rouge de Léoube,2015,3.8,Côtes de Provence,cotes-de-provence,rhone
17,leoube,Château Léoube,Blanc de Léoube,2017,4.0,Côtes de Provence,cotes-de-provence,rhone
18,jean-francois-protheau,Jean-Francois Protheau,Rully 1er Cru 'Les Gresigny',2015,4.0,Rully 1er Cru 'Gresigny',rully-gresigny,cote-chalonnaise
19,chateau-sanctus,Chateau Sanctus,Saint-Émilion Grand Cru,2015,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
20,chateau-dassault,Château Dassault,Saint-Émilion Grand Cru (Grand Cru Classé),1994,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
21,chateau-de-la-gardine,Château de la Gardine,Rasteau,2016,3.8,Rasteau,rasteau,rhone
22,maxime-magnon,Maxime Magnon,Rozeta Corbières,2017,4.1,Corbières,corbieres,languedoc-roussillon
23,david-duband,David Duband,Bourgogne Hautes-Côtes de Nuits,2017,3.8,Bourgogne Hautes-Côtes de Nuits,bourgogne-hautes-cotes-de-nuits,bourgogne
24,domaine-la-fourmone,Domaine la Fourmone,Le Fauquet Gigondas,2017,4.0,Gigondas,gigondas,rhone
0,chateau-le-sartre,Château Le Sartre,Pessac-Léognan,2015,3.8,Pessac-Léognan,pessac-leognan,bordeaux
1,joseph-drouhin,Joseph Drouhin,Chorey-Les-Beaune,2015,3.8,Chorey-lès-Beaune,chorey-les-beaune,cote-de-beaune
2,thevenet,Thevenet & Fils,Domaine de la Bongran Cuvée E.J.Thévenet Viré-Clessé,2013,4.3,Viré-Clessé,vire-clesse,maconnais
3,gandines,Domaine des Gandines,Mâcon Villages,2018,3.9,Mâcon-Villages,macon-villages,maconnais
4,domaine-gilles-barge,Gilles Barge,Le Combard Côte-Rôtie,2016,4.0,Côte-Rôtie,cote-rotie,rhone
5,fr-domaine-de-cantarelle,Domaine de Cantarelle,Triplette Côtes de Provence Rosé,2018,3.7,Côtes de Provence,cotes-de-provence,provence
