,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
18,nicolas-maillart,Nicolas Maillart,Mont Martin Villers Allerand Champagne Premier Cru,2015,4.1,Champagne Premier Cru,champagne-premier-cru,champagne
19,chateau-mont-redon,Château Mont-Redon,Châteauneuf-du-Pape,1989,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
20,g-h-mumm,G.H. Mumm,(Cordon Rouge) Brut Champagne,1985,4.0,Champagne,champagne,champagne
21,fr-chateau-latour,Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé),1972,4.2,Pauillac,pauillac,bordeaux
22,champagne-philipponnat,Philipponnat,Cuvée 1522 Rosé Brut Champagne Premier Cru,2007,4.0,Champagne Premier Cru,champagne-premier-cru,champagne
23,chateau-carbonnieux,Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2008,3.9,Pessac-Léognan,pessac-leognan,bordeaux
24,chateau-rol-valentin,Château Rol Valentin,Saint-Émilion Grand Cru,2016,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
0,domaine-thenard,Domaine Thénard,Montrachet Grand Cru,2005,4.4,Montrachet Grand Cru,montrachet-grand-cru,cote-de-beaune
1,de-venoge,De Venoge,Blanc de Blancs Brut Champagne,2002,4.1,Champagne,champagne,champagne
2,de-villegeorge,Château de Villegeorge,Haut-Médoc,2000,3.9,Haut-Médoc,haut-medoc,bordeaux
3,chateau-la-pointe,Château La Pointe,Pomerol,2005,4.3,Pomerol,pomerol,bordeaux
4,lionel-osmin-cie,Lionel Osmin & Cie,Mon Adour Madiran,2016,3.6,Madiran,madiran,bordeaux
5,clos-des-boutes,Clos des Boutes,Le Pluriel Rouge,2018,3.4,Costières-de-Nîmes,costieres-de-nimes,rhone
6,emmanuel-darnaud,Emmanuel Darnaud,Les Trois Chênes Crozes-Hermitage,2016,4.0,Crozes-Hermitage,crozes-hermitage,crozes-hermitage
7,christophe-pacalet,Christophe Pacalet,Les Labourons Fleurie,2018,3.9,Fleurie,fleurie,beaujolais
8,mas-granier,Mas Montel - Mas Granier,La Clémence Languedoc,2016,3.8,Languedoc,languedoc,languedoc-roussillon
9,mas-de-libian,Mas de Libian,Bout d'Zan,2018,3.8,Côtes-du-Rhône,cotes-du-rhone,rhone
10,clos-marie,Clos Marie,L'Olivette Pic Saint Loup,2009,3.8,Pic-Saint-Loup,pic-saint-loup,languedoc-roussillon
11,stephane-montez,Stephane Montez - Domaine du Monteillet,Fortis Côte-Rôtie,2017,4.3,Côte-Rôtie,cote-rotie,rhone
12,domaine-des-amouriers,Amouriers,Les Genestes Vacqueyras,2014,3.8,Vacqueyras,vacqueyras,rhone
13,paul-henri-thillardon,Paul Henri Thillardon,Vibrations Chénas,2018,3.9,Chénas,chenas,beaujolais
14,trimbach-alsace,Trimbach,Gewürztraminer Alsace Cuvée des Seigneurs de Ribeaupierre,2008,4.1,Alsace,alsace,alsace
15,henri-bonneau,Henri Bonneau,Chateauneuf-du-Pape Réserve des Célestins,N.V.,4.6,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
16,fr-chateau-doisy-daene,Château Doisy-Daëne,Barsac (Grand Cru Classé),2000,4.2,Barsac,barsac,bordeaux
17,jean-michel-alquier,Jean-Michel Alquier,La Maison Jaune Faugères,2016,4.1,Faugères,faugeres,languedoc-roussillon
18,martinon,Château Martinon,Entre-Deux-Mers,2017,3.7,Entre-deux-Mers,entre-deux-mers,bordeaux
19,chateau-venus,Château Venus,Les Délices d'Apollon Rouge,2016,4.0,Graves,graves,bordeaux
20,chateau-mourgues-du-gres,Château Mourgues du Grès,Terre d'Argence Gard,2012,3.7,Coteaux du Pont du Gard,coteaux-du-pont-du-gard,languedoc-roussillon
21,domaine-harmand-geoffroy,Harmand-Geoffroy,Vieilles Vignes Gevrey-Chambertin,2013,4.1,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
22,chateau-puech-haut,Château Puech-Haut,Saint-Drézéry Tête de Bélier Blanc,2017,4.0,Saint-Drézéry,saint-drezery,languedoc-roussillon
23,bel-air-marquis-d-aligre,Bel Air-Marquis d'Aligre,Margaux,2009,3.8,Margaux,margaux,bordeaux
24,clos-du-tue-boeuf,Clos du Tue-Boeuf,La Guerrerie Touraine,2016,3.8,Touraine,touraine,
0,domaine-ostertag,Domaine Ostertag,Fronholz Riesling,2014,3.9,Alsace,alsace,alsace
1,mas-de-libian,Mas de Libian,Bout d'Zan,2016,3.6,Côtes-du-Rhône,cotes-du-rhone,rhone
2,matrot,Matrot,Auxey-Duresses,2015,3.8,Auxey-Duresses,auxey-duresses,cote-de-beaune
3,mas-de-libian,Mas de Libian,Khayyâm,2015,3.7,Côtes-du-Rhône,cotes-du-rhone,rhone
4,wilfrid-rousse,Wilfrid Rousse,Les Galuches Chinon,2018,3.6,Chinon,chinon,
5,brotte,Brotte,Châteauneuf-du-Pape Les Hauts de Barville Rouge,2016,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
6,fr-thienpont,F.Thienpont,Bordeaux Rouge,2016,3.9,Bordeaux,bordeaux,bordeaux
7,domaine-michel-gros,Michel Gros,Nuits-Saint-Georges 'Les Chaliots',2014,4.0,Nuits-Saint-Georges,nuits-saint-georges,cote-de-nuits
8,domaine-ramonet,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2014,4.7,Bâtard-Montrachet Grand Cru,batard-montrachet-grand-cru,cote-de-beaune
9,louis-latour,Louis Latour,Chambertin Grand Cru Cuvée Héritiers Latour,2010,4.3,Chambertin Grand Cru,chambertin,cote-de-nuits
10,de-venoge,De Venoge,Blanc de Blancs Brut Champagne,2002,4.1,Champagne,champagne,champagne
11,domaine-thenard,Domaine Thénard,Montrachet Grand Cru,2005,4.4,Montrachet Grand Cru,montrachet-grand-cru,cote-de-beaune
12,la-fleur-de-bouard,Château La Fleur de Boüard,Lalande-de-Pomerol,2012,3.9,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
13,vincent-delaporte,Domaine Delaporte,Sancerre Silex Blanc,2018,3.9,Sancerre,sancerre,loire-valley
14,montaudon,Montaudon,Brut Réserve Première,N.V.,3.8,Champagne,champagne,champagne
15,champagne-guy-charlemagne,Guy Charlemagne,Classic Brut Champagne Grand Cru 'Le Mesnil-sur-Oger',N.V.,3.9,Champagne Grand Cru 'Le Mesnil-sur-Oger',champagne-grand-cru-le-mesnil-sur-oger,champagne
16,famille-perrin,Famille Perrin,Côtes du Rhône Nature Rouge,2016,3.6,Côtes-du-Rhône,cotes-du-rhone,rhone
17,dom-perignon,Dom Pérignon,P2 Plénitude Brut Champagne,1999,4.6,Champagne,champagne,champagne
18,domaine-claude-dugat,Claude Dugat,Gevrey-Chambertin,2016,4.0,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
19,fr-chateau-pape-clement,Château Pape Clément,Pessac-Léognan Blanc,2017,4.1,Pessac-Léognan,pessac-leognan,bordeaux
20,anne-claude-leflaive,Clau de Nell,Cuvée Violette (Cabernet Franc - Cabernet Sauvignon),2015,3.9,Anjou,anjou,
21,bertrand-braneyre,Château Bertrand Braneyre,Vieilles Vignes Haut-Médoc,2001,3.8,Haut-Médoc,haut-medoc,bordeaux
22,bertrand-braneyre,Château Bertrand Braneyre,Vieilles Vignes Haut-Médoc,2005,3.9,Haut-Médoc,haut-medoc,bordeaux
23,domaine-de-marcoux,Domaine de Marcoux,La Lorentine Lirac,2016,3.7,Lirac,lirac,rhone
24,bastide-du-claux,Bastide du Claux,Le Claux,2016,3.7,Luberon,luberon,rhone
0,chateau-de-fonbel,Château de Fonbel,Saint-Émilion Grand Cru,2010,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
1,perriere,La Perrière,Sancerre Rouge,2018,4.0,Sancerre,sancerre,loire-valley
2,cbne,Cébène,Belle Lurette,2016,3.7,Faugères,faugeres,languedoc-roussillon
3,fr-cosse-maisonneuve,Cosse Maisonneuve,Le Combal Cahors,2014,3.7,Cahors,cahors,cotes-du-roussillon
4,sapience,Sapience,Champagne,2009,4.5,Champagne,champagne,champagne
5,fongaban,Château Fongaban,Castillon - Côtes de Bordeaux,2014,3.7,Castillon - Côtes de Bordeaux,cotes-de-castillon,bordeaux
6,gerard-julien,Domaine Julien,Nuits-Saint-Georges 1er Cru 'Les Bousselots',2014,4.0,Nuits-Saint-Georges 1er Cru 'Aux Bousselots',nuits-saint-georges-aux-bousselots,cote-de-nuits
7,chateau-de-meursault,Château de Meursault,Meursault 1er Cru 'Charmes',2011,4.3,Meursault 1er Cru 'Charmes',meursault-charmes,cote-de-beaune
8,beru,Château de Béru,Terroirs de Béru Chablis,2017,3.9,Chablis,chablis,bourgogne
9,chateau-moulin-de-lagnet,Château Moulin de Lagnet,Saint-Émilion Grand Cru,2014,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
10,montirius,Montirius,Minèral Vacqueyras,2015,3.8,Vacqueyras,vacqueyras,rhone
11,clavel,Clavel,Copa Santa La Méjanelle,2014,3.8,Languedoc,languedoc,languedoc-roussillon
12,nicolas-maillart,Nicolas Maillart,Extra Brut Champagne Premier Cru,N.V.,3.7,Champagne Premier Cru,champagne-premier-cru,champagne
13,courbissac,Domaine de Courbissac,Roc du Pière Minervois,2014,3.6,Minervois,minervois,languedoc-roussillon
14,sebastein-bobinet,Domaine Bobinet,Ruben,2018,3.9,Saumur,saumur,
15,domaine-des-pothiers,Domaine des Pothiers,No.6,2013,3.5,Côte Roannaise,cote-roannaise,
16,domaine-maurice-protheau-chateau-detroyes,Château d'Etroyes,Clos des Corvées Mercurey,2017,3.2,Mercurey,mercurey,cote-chalonnaise
17,georges-lombriere,Georges-Lombrière,Cuvée Marie Châteauneuf-du-Pape,2015,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
18,michel-juillot,Michel Juillot,Mercurey Premier Cru Les Combins,2012,4.0,Mercurey Premier Cru,mercurey-premier-cru,cote-chalonnaise
19,olivier-merlin,Merlin,La Rochelle Moulin à Vent,2013,3.5,Moulin-à-Vent,moulin-a-vent,beaujolais
20,thierry-mortet,Domaine Thierry Mortet,Gevrey-Chambertin,2012,3.8,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
21,hospices-de-beaune,Hospices de Beaune,Meursault-Genevrières Premier Cru Cuvée Baudot,2011,3.9,Meursault Premier Cru,meursault-premier-cru,cote-de-beaune
22,domaine-des-ardoisieres,Domaine des Ardoisieres,Argile Blanc,2018,4.0,Vins des Allobroges,vin-des-allobroges,
23,patrick-et-christophe,Patrick et Christophe Bonnefond,Colline de Couzou Côte-Rôtie,2017,3.8,Côte-Rôtie,cote-rotie,rhone
24,michele-and-patrice-rion,Patrice Rion,Bourgogne Chardonnay,2009,3.5,Bourgogne,bourgogne,bourgogne
0,l-hermitage,Chateau Tauzinat l'Hermitage,Saint-Émilion Grand Cru,2011,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
1,fr-domaine-georges-vernay,Domaine Georges Vernay,Le Pied de Samson Viognier,2016,3.9,Collines Rhodaniennes,igp-collines-rhodaniennes,languedoc-roussillon
2,vincent-delaporte,Domaine Delaporte,Sancerre Silex Blanc,2018,3.9,Sancerre,sancerre,loire-valley
3,domaine-de-marcoux,Domaine de Marcoux,La Lorentine Lirac,2016,3.7,Lirac,lirac,rhone
4,gerard-julien,Domaine Julien,Nuits-Saint-Georges 1er Cru 'Les Bousselots',2014,4.0,Nuits-Saint-Georges 1er Cru 'Aux Bousselots',nuits-saint-georges-aux-bousselots,cote-de-nuits
5,chateau-de-meursault,Château de Meursault,Meursault 1er Cru 'Charmes',2011,4.3,Meursault 1er Cru 'Charmes',meursault-charmes,cote-de-beaune
6,chateau-fontenil,Château Fontenil,Fronsac,2003,3.9,Fronsac,fronsac,bordeaux
7,philippe-foreau,Philippe Foreau,Vouvray Demi-Sec,2011,4.0,Vouvray,vouvray,loire-valley
8,chateau-beausejour,Château Beausejour (héritiers Duffau-Lagarrosse),Saint-Émilion Grand Cru (Premier Grand Cru Classé),1985,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
9,chateau-lanessan,Château Lanessan,Haut-Médoc,1985,4.0,Haut-Médoc,haut-medoc,bordeaux
10,alexandre-bain,Alexandre Bain,L. d'Ange Pouilly-Fumé,2014,4.0,Pouilly-Fumé,pouilly-fume,loire-valley
11,tariquet,Domaine du Tariquet,Côtes De Gascogne Classic,2019,3.6,Côtes de Gascogne,cotes-de-gascogne,
12,fr-benedicte-stephane-tissot,Bénédicte et Stéphane Tissot,Patchwork Chardonnay,2018,4.2,Arbois,arbois,jura
13,joseph-drouhin,Joseph Drouhin,Chassagne-Montrachet Blanc,2016,4.2,Chassagne-Montrachet,chassagne-montrachet,cote-de-beaune
14,jules-desjourneys,Jules Desjourneys,Pouilly-Loché,2015,4.1,Pouilly-Loché,pouilly-loche,maconnais
15,vignoble-du-reveur,Vignoble du Rêveur,Pierres Sauvages Sec,2018,3.6,Alsace,alsace,
16,domaine-de-dernacueillette,Domaine de Dernacueillette,Le Petit Derna,2016,4.1,Aude,aude,languedoc-roussillon
17,jean-louis-chavy,Jean-Louis Chavy,Bourgogne Chardonnay,2017,3.8,Bourgogne,bourgogne,bourgogne
18,mas-amiel,Mas Amiel,Vintage,2016,3.7,Maury,maury,
19,alain-gras,Alain Gras,Saint-Romain Blanc,2018,4.1,Saint-Romain,saint-romain,cote-de-beaune
20,philippe-ravier,Philippe Ravier,Mondeuse Saint Jean de la Porte,2017,3.4,Vin de Savoie,vin-de-savoie,
21,chateau-de-fosse-seche,Château de Fosse-Sèche,Arcane,2017,3.8,Saumur,saumur,loire-valley
22,georges-lombriere,Georges-Lombrière,Cuvée Marie Châteauneuf-du-Pape,2015,4.3,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
23,philippe-ravier,Philippe Ravier,Chignin Bergeron,2016,3.7,Savoie,savoie,
24,francois-chidaine,François Chidaine,Clos Habert Montlouis Sur Loire,2017,4.2,Montlouis-sur-Loire,montlouis-sur-loire,loire-valley
0,dourthe-n1,Dourthe N°1,Sauvignon Blanc Bordeaux,2018,3.6,Bordeaux,bordeaux,bordeaux
1,fr-cosse-maisonneuve,Cosse Maisonneuve,Le Combal Cahors,2014,3.7,Cahors,cahors,cotes-du-roussillon
2,sapience,Sapience,Champagne,2009,4.5,Champagne,champagne,champagne
3,abbaye-sainte-marie-de-pierredon,Abbaye Sainte-Marie de Pierredon,Vespro,2015,3.9,Alpilles,alpilles,
4,beru,Château de Béru,Terroirs de Béru Chablis,2017,3.9,Chablis,chablis,bourgogne
5,chateau-moulin-de-lagnet,Château Moulin de Lagnet,Saint-Émilion Grand Cru,2014,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
6,leccia,Leccia,Patrimonio Pettale,2016,4.0,Patrimonio,patrimonio,
7,abbaye-sainte-marie-de-pierredon,Abbaye Sainte-Marie de Pierredon,Vespro,2014,3.9,Alpilles,alpilles,
8,montirius,Montirius,Minèral Vacqueyras,2015,3.8,Vacqueyras,vacqueyras,rhone
9,larose-trintaudon,Château Larose-Trintaudon,Haut-Médoc,2000,3.8,Haut-Médoc,haut-medoc,bordeaux
10,chateau-des-annereaux,Château des Annereaux,Cuvée L'Ane Mort Bordeaux,2016,3.4,Bordeaux,bordeaux,bordeaux
11,lucien-crochet,Lucien Crochet,La Croix du Roy Sancerre Blanc,2015,4.0,Sancerre,sancerre,loire-valley
12,nicolas-maillart,Nicolas Maillart,Extra Brut Champagne Premier Cru,N.V.,3.7,Champagne Premier Cru,champagne-premier-cru,champagne
13,nicolas-maillart,Nicolas Maillart,Brut Rosé Champagne Grand Cru,N.V.,3.9,Champagne Grand Cru,champagne-grand-cru,champagne
14,nicolas-maillart,Nicolas Maillart,Les Chaillots Gillis Blanc de Blancs Extra Brut Champagne Premier Cru,2012,4.2,Champagne Premier Cru,champagne-premier-cru,champagne
15,courbissac,Domaine de Courbissac,Roc du Pière Minervois,2014,3.6,Minervois,minervois,languedoc-roussillon
16,domaine-des-pothiers,Domaine des Pothiers,No.6,2013,3.5,Côte Roannaise,cote-roannaise,
17,michel-juillot,Michel Juillot,Mercurey Premier Cru Les Combins,2012,4.0,Mercurey Premier Cru,mercurey-premier-cru,cote-chalonnaise
18,olivier-merlin,Merlin,La Rochelle Moulin à Vent,2013,3.5,Moulin-à-Vent,moulin-a-vent,beaujolais
19,bertrand-braneyre,Château Bertrand Braneyre,Vieilles Vignes Haut-Médoc,2001,3.8,Haut-Médoc,haut-medoc,bordeaux
20,bertrand-braneyre,Château Bertrand Braneyre,Vieilles Vignes Haut-Médoc,2005,3.9,Haut-Médoc,haut-medoc,bordeaux
21,hospices-de-beaune,Hospices de Beaune,Meursault-Genevrières Premier Cru Cuvée Baudot,2011,3.9,Meursault Premier Cru,meursault-premier-cru,cote-de-beaune
22,thierry-mortet,Domaine Thierry Mortet,Gevrey-Chambertin,2012,3.8,Gevrey-Chambertin,gevrey-chambertin,cote-de-nuits
23,chateau-de-fonbel,Château de Fonbel,Saint-Émilion Grand Cru,2010,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
24,pajot,Domaine de Pajot,Les 4 Cépages,2018,3.7,Côtes de Gascogne,cotes-de-gascogne,
0,roger-sabon,Roger Sabon,Lirac,2015,3.8,Lirac,lirac,rhone
1,e-guigal,E. Guigal,Saint-Joseph,2017,3.5,Saint-Joseph,saint-joseph,saint-joseph
2,charles-joguet,Charles Joguet,Clos de la Dioterie Chinon,2012,3.8,Chinon,chinon,
3,coquelet,Damien Coquelet,Chiroubles Vieilles Vignes,2015,3.7,Chiroubles,chiroubles,beaujolais
4,fr-perrier-jouet,Perrier-Jouët,Belle Epoque Brut Champagne,1983,4.3,Champagne,champagne,champagne
5,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2000,4.1,Barsac,barsac,bordeaux
6,chateau-de-rayne-vigneau,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé),2003,4.3,Sauternes,sauternes,bordeaux
7,clos-du-clocher,Clos du Clocher,Pomerol,2012,4.0,Pomerol,pomerol,bordeaux
8,chateau-troplong-mondot,Château Troplong Mondot,Mondot Saint-Émilion Grand Cru,2012,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
9,chateau-cambon-la-pelouse,Château Cambon La Pelouse,Haut-Médoc,2013,3.6,Haut-Médoc,haut-medoc,bordeaux
10,chateau-tour-de-pez,Château Tour de Pez,Saint-Estèphe,2011,3.7,Saint-Estèphe,saint-estephe,bordeaux
11,chateau-de-ferrand,Château de Ferrand,Saint-Émilion Grand Cru (Grand Cru Classé),2009,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
12,chateau-de-ferrand,Château de Ferrand,Saint-Émilion Grand Cru (Grand Cru Classé),2013,3.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,chateau-gazin,Château Gazin,Pomerol,1976,4.0,Pomerol,pomerol,bordeaux
14,domaine-comte-georges-de-vogue,Domaine Comte Georges de Vogüé,Chambolle-Musigny Premier Cru,2001,4.3,Chambolle-Musigny Premier Cru,chambolle-musigny-premier-cru,cote-de-nuits
15,jean-baptiste-granier,Les Vignes Oubliées,Terrasses du Larzac,2015,3.8,Terrasses du Larzac,terasses-du-larzac,languedoc-roussillon
16,domaine-francois-villard,Francois Villard,Saint Joseph Reflet,2014,4.2,Saint-Joseph,saint-joseph,saint-joseph
17,faiveley,Faiveley,Meursault 1er Cru 'Blagny' Blanc,2010,4.1,Meursault 1er Cru 'Blagny',meursault-1er-cru-blagny,cote-de-beaune
18,chateau-de-marsannay,Château de Marsannay,Les Echezots Marsannay,2014,3.8,Marsannay,marsannay,cote-de-nuits
19,chateau-le-puy,Château le Puy,Barthélémy,2007,4.2,Francs - Côtes de Bordeaux,cotes-de-francs,bordeaux
20,domaine-hubert-lamy,Hubert Lamy,Vieilles Vignes Saint-Aubin 1er Cru 'Clos de la Chatenière',2015,4.2,Saint-Aubin 1er Cru 'La Chatenière',saint-aubin-la-chateniere,cote-de-beaune
21,domaine-hubert-lamy,Hubert Lamy,Saint-Aubin 1er Cru 'Derrière Chez Edouard' Blanc,2015,4.1,Saint-Aubin 1er Cru 'Derrière chez Edouard',saint-aubin-derriere-chez-edouard,cote-de-beaune
22,la-pousse-d-or,La Pousse d'Or,Corton Les Bressandes Grand Cru,2008,4.1,Corton Grand Cru 'Les Bressandes',corton-les-bressandes,cote-de-beaune
23,chateau-clarisse-37162,Château Clarisse,Puisseguin-Saint-Émilion,2016,4.1,Puisseguin-Saint-Émilion,puisseguin-saint-emilion,bordeaux
24,bouchard-pere-and-fils,Bouchard Père & Fils,Clos Vougeot Grand Cru,2007,4.5,Clos Vougeot Grand Cru,clos-de-vougeot,cote-de-nuits
0,brillette,Château Brillette,Haut Brillette Moulis-en-Médoc,2012,3.6,Moulis-en-Médoc,moulis-en-medoc,bordeaux
1,montaudon,Montaudon,Brut Réserve Première,N.V.,3.8,Champagne,champagne,champagne
2,domaine-alain-chabanon,Alain Chabanon,Campredon,2009,3.8,Languedoc,languedoc,languedoc-roussillon
3,domaine-ostertag,Domaine Ostertag,Fronholz Riesling,2012,3.9,Alsace,alsace,alsace
4,chateau-troplong-mondot,Château Troplong Mondot,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1997,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
5,chateau-maucaillou,Château Maucaillou,Le Bordeaux de Maucaillou Blanc (B),2016,3.3,Bordeaux,bordeaux,bordeaux
6,francoise-et-denis-clair,Domaine Françoise & Denis Clair,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien',2013,4.0,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien',saint-aubin-les-murgers-des-dents-de-chien,cote-de-beaune
7,dutruch-grand-poujeaux,Château Dutruch Grand Poujeaux,Moulis-en-Médoc,2014,3.8,Moulis-en-Médoc,moulis-en-medoc,bordeaux
8,domaine-du-cros,Domaine du Cros,Marcillac (Cuvée Lo Sang del Païs),2018,3.7,Marcillac,marcillac,
9,camplazens,Château Camplazens,Premium,2017,4.1,La Clape,languedoc-la-clape,languedoc-roussillon
10,champ-des-soeurs,Champ des Soeurs,La Tina Fitou,2014,4.1,Fitou,fitou,languedoc-roussillon
11,domaine-jean-baptiste-senat,Domaine Jean-Baptiste Senat,Mais Où est donc Ornicar Minervois,2017,3.7,Minervois,minervois,languedoc-roussillon
12,domaine-gayda,Gayda,Chemin de Moscou,2017,4.0,Pays d'Oc,vin-de-pays-doc,languedoc-roussillon
13,domaine-de-la-mordoree,Domaine de la Mordoree,La Reine Des Bois Lirac,2008,4.1,Lirac,lirac,rhone
14,joanin-bcot,Château Joanin Bécot,Castillon - Côtes de Bordeaux,2013,2.9,Castillon - Côtes de Bordeaux,cotes-de-castillon,bordeaux
15,domaine-la-tour-boisee,Domaine la Tour Boisée,Marselan Bel Serrat,2016,3.7,Coteaux de Peyriac,coteaux-de-peyriac,languedoc-roussillon
16,delas-freres,Delas,Viognier Vin de Pays d'Oc,2018,3.7,Pays d'Oc,vin-de-pays-doc,languedoc-roussillon
17,brotte,Brotte,Châteauneuf-du-Pape Les Hauts de Barville Rouge,2016,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
18,wilfrid-rousse,Wilfrid Rousse,Les Galuches Chinon,2018,3.6,Chinon,chinon,
19,antonin-rodet,Antonin Rodet,Château de Mercey Bourgogne Hautes Cotes de Beaune Chardonnay,2017,3.7,Bourgogne,bourgogne,bourgogne
20,domaine-latour-giraud,Domaine Latour-Giraud,Cuvée Charles Maxime Meursault,2017,4.2,Meursault,meursault,cote-de-beaune
21,la-croix-belle,La Croix Belle,Caringole Rosé,2018,3.5,Côtes de Thongue,cotes-de-thongue,
22,stephane-montez,Stephane Montez - Domaine du Monteillet,Saint-Joseph Blanc,2017,4.0,Saint-Joseph,saint-joseph,rhone
23,petit-roubie,Domaine de Petit Roubié,Picpoul de Pinet,2018,3.7,Picpoul de Pinet,picpoul-de-pinet,languedoc-roussillon
24,chateau-gazin,Château Gazin,L'Hospitalet de Gazin Pomerol,2010,4.0,Pomerol,pomerol,bordeaux
0,montirius,Montirius,Minèral Vacqueyras,2016,3.7,Vacqueyras,vacqueyras,rhone
1,fontavin,Domaine de Fontavin,Combe Sauvage Gigondas,2017,3.7,Gigondas,gigondas,rhone
2,lionel-osmin-cie,Lionel Osmin & Cie,Foehn Jurançon,2012,4.0,Jurançon,jurancon,
3,villemajou,Domaine de Villemajou,Corbières Boutenac Grand Vin Rouge,2016,3.9,Corbières Boutenac,corbieres-boutenac,languedoc-roussillon
4,andre-dezat-fils,Andre Dezat & Fils,Sancerre Rouge,2018,4.0,Sancerre,sancerre,loire-valley
5,moet-chandon,Moët & Chandon,Impérial Brut Champagne,1993,4.3,Champagne,champagne,champagne
6,ad-fines,Ad Fines,Domitilla,2005,3.7,Vaucluse,vaucluse,
7,la-ferme-saint-pierre,La Ferme Saint Pierre,Pipi d'Ange,N.V.,4.0,Vin de France,vin-de-pays-vignobles-de-france,
8,martinelle,Martinelle,Ventoux,2015,3.6,Ventoux,cotes-du-ventoux,rhone
9,domaine-harmand-geoffroy,Harmand-Geoffroy,Mazis-Chambertin Grand Cru,2013,4.2,Mazis-Chambertin Grand Cru,mazis-chambertin,cote-de-nuits
10,e-guigal,E. Guigal,Côte-Rôtie La Landonne,N.V.,4.5,Côte-Rôtie,cote-rotie,rhone
11,domaine-jean-michel-stephan,Domaine Jean-Michel Stéphan,Côte-Rôtie Côteaux de Tupin,2016,4.1,Côte-Rôtie,cote-rotie,rhone
12,laroze,Château Laroze,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,chateau-citran,Château Citran,Haut-Médoc,1997,3.7,Haut-Médoc,haut-medoc,bordeaux
14,coussin,Château Coussin,La Croix du Prieur Côtes de Provence Rosé,2018,3.8,Côtes de Provence,cotes-de-provence,provence
